ID,model,scale,AIC,AICw,rank
N15018_2015_sum,road,1710,1270.978546,0.0275,2
N15018_2015_sum,road,1650,1271.017114,0.0269,3
N15018_2015_sum,road,1770,1271.082127,0.0261,4
N15018_2015_sum,road,1590,1271.155159,0.0251,5
N15022_2015_sum,road,3270,1220.618836,0.5748,1
N15022_2015_sum,road,3210,1221.842661,0.3117,2
N15022_2015_sum,road,3330,1224.24282,0.0939,3
N15022_2015_sum,road,3150,1227.529145,0.0182,4
N15022_2015_sum,road,3390,1232.80982,0.0013,5
N15023_2015_sum,road,2910,1228.406171,0.5452,1
N15023_2015_sum,road,2850,1230.009742,0.2445,2
N15023_2015_sum,road,2970,1230.522472,0.1892,3
N15023_2015_sum,road,2790,1235.82484,0.0134,4
N15023_2015_sum,road,3030,1236.974642,0.0075,5
N15023_2016_win,road,3630,1396.750744,0.3586,1
N15023_2016_win,road,3570,1396.763082,0.3564,2
N15023_2016_win,road,3690,1398.833828,0.1266,3
N15023_2016_win,road,3510,1398.910584,0.1218,4
N15023_2016_win,road,3450,1402.731706,0.018,5
N15023_2016_sum,road,90,1356.508516,0.2182,1
N15023_2016_sum,road,150,1357.115549,0.1611,2
N15023_2016_sum,road,210,1357.780149,0.1155,3
N15023_2016_sum,road,390,1357.809217,0.1139,4
N15023_2016_sum,road,330,1357.861708,0.1109,5
N15026_2015_sum,road,1710,1306.450044,0.4109,1
N15026_2015_sum,road,1770,1307.106375,0.296,2
N15026_2015_sum,road,1650,1308.055394,0.1841,3
N15026_2015_sum,road,1830,1309.7756,0.0779,4
N15026_2015_sum,road,1590,1312.524207,0.0197,5
N15028_2015_sum,road,3390,1346.80204,0.2571,1
N15028_2015_sum,road,3330,1347.160238,0.215,2
N15028_2015_sum,road,3450,1347.255353,0.205,3
N15028_2015_sum,road,3510,1348.435867,0.1136,4
N15028_2015_sum,road,3270,1348.451016,0.1127,5
N15033_2015_sum,road,2130,1298.117807,0.3268,1
N15033_2015_sum,road,2190,1298.387166,0.2856,2
N15033_2015_sum,road,2070,1299.37781,0.174,3
N15033_2015_sum,road,2250,1299.949826,0.1307,4
N15033_2015_sum,road,2010,1302.494852,0.0366,5
N15034_2015_sum,road,2490,1384.091328,0.3672,1
N15034_2015_sum,road,2550,1384.551947,0.2916,2
N15034_2015_sum,road,2430,1385.55553,0.1766,3
N15034_2015_sum,road,2610,1386.960302,0.0875,4
N15034_2015_sum,road,2370,1388.589181,0.0387,5
N15035_2015_sum,road,90,1360.704729,0.4951,1
N15035_2015_sum,road,150,1361.939991,0.267,2
N15035_2015_sum,road,210,1363.563877,0.1185,3
N15035_2015_sum,road,270,1365.201176,0.0523,4
N15035_2015_sum,road,330,1366.589167,0.0261,5
N15037_2015_sum,road,150,1407.505922,0.3841,1
N15037_2015_sum,road,90,1407.939226,0.3093,2
N15037_2015_sum,road,210,1409.190019,0.1655,3
N15037_2015_sum,road,30,1410.16165,0.1018,4
N15037_2015_sum,road,270,1412.315942,0.0347,5
N15040_2015_sum,road,3030,1071.711095,0.5208,1
N15040_2015_sum,road,2970,1072.09035,0.4308,2
N15040_2015_sum,road,3090,1076.786652,0.0412,3
N15040_2015_sum,road,2910,1080.695966,0.0058,4
N15040_2015_sum,road,3150,1083.685748,0.0013,5
N15043_2015_sum,road,2010,1384.643459,0.3097,1
N15043_2015_sum,road,2070,1385.191772,0.2355,2
N15043_2015_sum,road,1950,1385.30478,0.2225,3
N15043_2015_sum,road,1890,1386.976255,0.0965,4
N15043_2015_sum,road,2130,1387.158766,0.0881,5
N15045_2015_sum,road,3870,1365.470862,0.4675,1
N15045_2015_sum,road,3810,1366.634428,0.2613,2
N15045_2015_sum,road,3750,1368.23105,0.1176,3
N15045_2015_sum,road,3690,1370.220009,0.0435,4
N15045_2015_sum,road,3630,1372.552215,0.0136,5
N15045_2016_win,road,30,1079.61549,0.1383,1
N15045_2016_win,road,1710,1081.854029,0.0452,2
N15045_2016_win,road,1650,1081.914913,0.0438,3
N15045_2016_win,road,1770,1081.9217,0.0436,4
N15045_2016_win,road,1590,1082.091402,0.0401,5
N15045_2016_sum,road,30,1426.490435,0.3183,1
N15045_2016_sum,road,3750,1429.056069,0.0883,2
N15045_2016_sum,road,3810,1429.108295,0.086,3
N15045_2016_sum,road,3690,1429.350636,0.0762,4
N15045_2016_sum,road,3870,1429.476581,0.0715,5
N15048_2015_sum,road,3750,1129.057812,0.4781,1
N15048_2015_sum,road,3690,1129.936962,0.308,2
N15048_2015_sum,road,3810,1131.231946,0.1612,3
N15048_2015_sum,road,3630,1134.054052,0.0393,4
N15048_2015_sum,road,3870,1136.326604,0.0126,5
N15048_2015_win,road,3270,927.1922943,0.2629,1
N15048_2015_win,road,3330,927.799333,0.1941,2
N15048_2015_win,road,3210,928.1501292,0.1628,3
N15048_2015_win,road,3390,928.6728314,0.1254,4
N15048_2015_win,road,3450,929.5417735,0.0812,5
N15048_2016_win,road,3870,1180.99736,0.4455,1
N15048_2016_win,road,3810,1181.299849,0.3829,2
N15048_2016_win,road,3750,1183.247365,0.1446,3
N15048_2016_win,road,3690,1187.015957,0.022,4
N15048_2016_win,road,210,1192.56227,0.0014,5
N15048_2016_sum,road,2250,779.5843754,0.543,1
N15048_2016_sum,road,2310,780.7564458,0.3022,2
N15048_2016_sum,road,2190,783.1208311,0.0927,3
N15048_2016_sum,road,2370,784.2308922,0.0532,4
N15048_2016_sum,road,2430,788.3271513,0.0069,5
N15048_2017_sum,road,3510,607.0643291,0.2394,1
N15048_2017_sum,road,3570,607.4233333,0.2,2
N15048_2017_sum,road,3450,607.5456609,0.1882,3
N15048_2017_sum,road,3630,608.3333369,0.1269,4
N15048_2017_sum,road,3390,609.0722187,0.0877,5
N15050_2015_sum,road,1530,1214.342004,0.312,1
N15050_2015_sum,road,1470,1214.67075,0.2647,2
N15050_2015_sum,road,1590,1215.450701,0.1792,3
N15050_2015_sum,road,1410,1216.208864,0.1227,4
N15050_2015_sum,road,1650,1218.139809,0.0467,5
N15055_2015_win,road,2670,1482.866711,0.5501,1
N15055_2015_win,road,2610,1483.651452,0.3716,2
N15055_2015_win,road,2730,1487.061679,0.0675,3
N15055_2015_win,road,2550,1491.198505,0.0085,4
N15055_2015_win,road,2790,1493.971053,0.0021,5
N15055_2015_sum,road,1710,1171.449018,0.4121,1
N15055_2015_sum,road,1770,1172.383033,0.2583,2
N15055_2015_sum,road,1650,1172.690115,0.2215,3
N15055_2015_sum,road,1830,1175.559645,0.0528,4
N15055_2015_sum,road,1590,1175.787279,0.0471,5
N15056_2015_win,road,1590,1483.846338,0.5617,1
N15056_2015_win,road,1530,1485.484022,0.2477,2
N15056_2015_win,road,1650,1486.329631,0.1623,3
N15056_2015_win,road,1470,1490.919193,0.0164,4
N15056_2015_win,road,1710,1491.678857,0.0112,5
N15056_2015_sum,road,2610,1031.147559,0.2923,1
N15056_2015_sum,road,2550,1031.282184,0.2732,2
N15056_2015_sum,road,2490,1032.42067,0.1546,3
N15056_2015_sum,road,2670,1032.563325,0.144,4
N15056_2015_sum,road,2430,1034.096065,0.0669,5
N15056_2016_win,road,3870,1421.056814,1,1
N15056_2016_win,road,3810,1456.262494,0,2
N15056_2016_win,road,630,1480.989261,0,3
N15056_2016_win,road,570,1482.011432,0,4
N15056_2016_win,road,690,1483.487233,0,5
N15056_2016_sum,road,3090,1330.141141,0.1002,1
N15056_2016_sum,road,3030,1330.274401,0.0937,2
N15056_2016_sum,road,3150,1330.829511,0.071,3
N15056_2016_sum,road,2970,1330.944908,0.067,4
N15056_2016_sum,road,990,1331.008342,0.0649,5
N15058_2015_sum,road,690,1350.572423,0.2856,1
N15058_2015_sum,road,750,1350.872594,0.2458,2
N15058_2015_sum,road,630,1351.445756,0.1846,3
N15058_2015_sum,road,810,1352.366398,0.1165,4
N15058_2015_sum,road,570,1353.114918,0.0801,5
N15059_2015_win,road,3210,1316.280198,0.133,1
N15059_2015_win,road,3150,1316.316172,0.1307,2
N15059_2015_win,road,3270,1316.452139,0.1221,3
N15059_2015_win,road,3090,1316.625619,0.1119,4
N15059_2015_win,road,3330,1316.734331,0.106,5
N15059_2015_sum,road,3390,878.0680368,0.2316,1
N15059_2015_sum,road,3450,878.0987911,0.2281,2
N15059_2015_sum,road,3330,878.7233687,0.1669,3
N15059_2015_sum,road,3510,878.8168325,0.1593,4
N15059_2015_sum,road,3270,880.184545,0.0804,5
N15059_2016_win,road,750,764.392353,0.2154,1
N15059_2016_win,road,690,764.4757313,0.2066,2
N15059_2016_win,road,810,765.0496452,0.1551,3
N15059_2016_win,road,630,765.2723508,0.1387,4
N15059_2016_win,road,870,766.3274781,0.0819,5
N15059_2016_sum,road,1290,1399.197115,0.445,1
N15059_2016_sum,road,1350,1399.700764,0.3459,2
N15059_2016_sum,road,1230,1401.412315,0.147,3
N15059_2016_sum,road,1410,1404.191075,0.0366,4
N15059_2016_sum,road,1170,1405.191018,0.0222,5
N15060_2015_sum,road,2370,792.5352354,0.0789,1
N15060_2015_sum,road,2310,792.587868,0.0768,2
N15060_2015_sum,road,2430,792.6445847,0.0747,3
N15060_2015_sum,road,2250,792.7309224,0.0715,4
N15060_2015_sum,road,2190,792.8570535,0.0672,5
N15063_2015_win,road,2010,931.746419,0.6422,1
N15063_2015_win,road,2070,933.403408,0.2804,2
N15063_2015_win,road,1950,936.1237855,0.072,3
N15063_2015_win,road,1890,942.2746692,0.0033,4
N15063_2015_win,road,2130,943.4240411,0.0019,5
N15063_2015_sum,road,1110,829.2916807,0.404,1
N15063_2015_sum,road,1170,829.9280604,0.2939,2
N15063_2015_sum,road,1050,830.7221244,0.1976,3
N15063_2015_sum,road,1230,833.4398479,0.0508,4
N15063_2015_sum,road,990,833.6691995,0.0453,5
N15063_2016_win,road,2370,819.9126544,0.1504,1
N15063_2016_win,road,2430,819.9497074,0.1476,2
N15063_2016_win,road,2310,820.1852134,0.1312,3
N15063_2016_win,road,2490,820.2610367,0.1263,4
N15063_2016_win,road,2250,820.75468,0.0987,5
N15063_2016_sum,road,3570,1113.342677,0.2796,1
N15063_2016_sum,road,3630,1113.493774,0.2593,2
N15063_2016_sum,road,3510,1114.159537,0.1858,3
N15063_2016_sum,road,3690,1114.897568,0.1285,4
N15063_2016_sum,road,3450,1115.841283,0.0802,5
N15065_2015_win,road,210,1040.604324,0.2873,1
N15065_2015_win,road,150,1040.819412,0.258,2
N15065_2015_win,road,270,1041.418896,0.1912,3
N15065_2015_win,road,90,1042.669347,0.1023,4
N15065_2015_win,road,330,1043.076463,0.0835,5
N15065_2015_sum,road,3870,1205.89992,0.9395,1
N15065_2015_sum,road,3810,1214.409592,0.0133,2
N15065_2015_sum,road,2610,1214.815318,0.0109,3
N15065_2015_sum,road,2550,1215.08364,0.0095,4
N15065_2015_sum,road,2670,1215.111939,0.0094,5
N15065_2016_win,road,1770,1321.775666,0.1834,1
N15065_2016_win,road,1710,1321.793058,0.1818,2
N15065_2016_win,road,1650,1322.324315,0.1394,3
N15065_2016_win,road,1830,1322.437798,0.1317,4
N15065_2016_win,road,1590,1323.09684,0.0947,5
N15065_2016_sum,road,1170,1209.469739,0.2951,1
N15065_2016_sum,road,1230,1209.845916,0.2445,2
N15065_2016_sum,road,1110,1210.298033,0.195,3
N15065_2016_sum,road,1290,1211.660775,0.0987,4
N15065_2016_sum,road,1050,1211.925307,0.0864,5
N15066_2015_win,road,2190,1135.930538,0.2239,1
N15066_2015_win,road,2130,1135.94424,0.2224,2
N15066_2015_win,road,2250,1136.74743,0.1488,3
N15066_2015_win,road,2070,1136.95684,0.134,4
N15066_2015_win,road,2010,1138.175916,0.0729,5
N15066_2015_sum,road,510,1394.226558,0.2638,1
N15066_2015_sum,road,570,1394.333078,0.2502,2
N15066_2015_sum,road,450,1395.145245,0.1667,3
N15066_2015_sum,road,630,1395.425104,0.1449,4
N15066_2015_sum,road,390,1396.889261,0.0697,5
N15067_2015_win,road,2310,783.0809538,0.5208,1
N15067_2015_win,road,2250,784.7349264,0.2278,2
N15067_2015_win,road,2370,784.9673827,0.2028,3
N15067_2015_win,road,2430,788.3512565,0.0373,4
N15067_2015_win,road,2190,792.0981017,0.0057,5
N15067_2015_sum,road,330,971.6578496,0.5822,1
N15067_2015_sum,road,390,972.8267546,0.3245,2
N15067_2015_sum,road,270,975.5996526,0.0811,3
N15067_2015_sum,road,450,979.7900282,0.01,4
N15067_2015_sum,road,210,983.0355964,0.002,5
N15067_2016_win,road,2730,1137.745345,0.2414,1
N15067_2016_win,road,1290,1138.241077,0.1884,2
N15067_2016_win,road,2670,1138.317223,0.1814,3
N15067_2016_win,road,2790,1138.830547,0.1403,4
N15067_2016_win,road,1350,1139.013527,0.1281,5
N15067_2016_sum,road,3870,30.17068499,0.0501,1
N15067_2016_sum,road,690,30.69709633,0.0385,2
N15067_2016_sum,road,630,30.74812221,0.0376,3
N15067_2016_sum,road,750,30.82829855,0.0361,4
N15067_2016_sum,road,570,30.92366178,0.0344,5
N15068_2015_win,road,2490,1206.747221,0.1976,1
N15068_2015_win,road,630,1207.528605,0.1337,2
N15068_2015_win,road,690,1207.625098,0.1274,3
N15068_2015_win,road,570,1207.962586,0.1076,4
N15068_2015_win,road,750,1208.225852,0.0943,5
N15068_2015_sum,road,630,1263.786927,0.091,1
N15068_2015_sum,road,570,1263.820104,0.0895,2
N15068_2015_sum,road,690,1263.917902,0.0852,3
N15068_2015_sum,road,510,1264.000273,0.0818,4
N15068_2015_sum,road,750,1264.103415,0.0777,5
N15069_2015_win,road,3570,1226.486132,0.1908,1
N15069_2015_win,road,3510,1226.990397,0.1483,2
N15069_2015_win,road,3630,1227.063267,0.143,3
N15069_2015_win,road,3450,1228.541063,0.0683,4
N15069_2015_win,road,3690,1228.713025,0.0627,5
N15069_2015_sum,road,1530,1091.320005,0.3828,1
N15069_2015_sum,road,1470,1091.494858,0.3508,2
N15069_2015_sum,road,1590,1093.530824,0.1267,3
N15069_2015_sum,road,1410,1093.780114,0.1119,4
N15069_2015_sum,road,1350,1097.795528,0.015,5
N15069_2016_win,road,2250,931.7624551,0.3155,1
N15069_2016_win,road,2310,931.7899983,0.3112,2
N15069_2016_win,road,2190,933.0748146,0.1637,3
N15069_2016_win,road,2370,933.6344355,0.1237,4
N15069_2016_win,road,2130,935.3622054,0.0522,5
N15069_2016_sum,road,390,1155.73771,0.2662,1
N15069_2016_sum,road,450,1156.022705,0.2309,2
N15069_2016_sum,road,330,1156.467732,0.1848,3
N15069_2016_sum,road,510,1157.092314,0.1352,4
N15069_2016_sum,road,570,1158.330428,0.0728,5
N15070_2015_win,road,510,1218.040769,0.3944,1
N15070_2015_win,road,570,1218.797121,0.2702,2
N15070_2015_win,road,450,1219.47389,0.1926,3
N15070_2015_win,road,630,1221.204433,0.0811,4
N15070_2015_win,road,390,1222.722663,0.038,5
N15070_2015_sum,road,2250,1099.453332,0.4477,1
N15070_2015_sum,road,2190,1100.169997,0.3129,2
N15070_2015_sum,road,2310,1101.482698,0.1623,3
N15070_2015_sum,road,2130,1103.647446,0.055,4
N15070_2015_sum,road,2370,1105.864951,0.0181,5
N15070_2016_win,road,2490,1189.659471,0.1816,1
N15070_2016_win,road,2550,1189.753822,0.1733,2
N15070_2016_win,road,2430,1189.94076,0.1578,3
N15070_2016_win,road,2610,1190.40085,0.1254,4
N15070_2016_win,road,2370,1190.54744,0.1165,5
N15070_2016_sum,road,510,1158.93577,0.177,1
N15070_2016_sum,road,570,1159.122065,0.1613,2
N15070_2016_sum,road,450,1159.321874,0.146,3
N15070_2016_sum,road,630,1159.770605,0.1166,4
N15070_2016_sum,road,390,1160.310836,0.089,5
N15074_2015_sum,road,30,1165.005292,0.4061,1
N15074_2015_sum,road,90,1165.865665,0.2641,2
N15074_2015_sum,road,150,1166.806402,0.165,3
N15074_2015_sum,road,210,1168.059076,0.0882,4
N15074_2015_sum,road,270,1169.467705,0.0436,5
N15074_2016_win,road,330,1164.112584,0.1886,1
N15074_2016_win,road,270,1164.233014,0.1775,2
N15074_2016_win,road,390,1164.592158,0.1484,3
N15074_2016_win,road,210,1164.804625,0.1334,4
N15074_2016_win,road,150,1165.444553,0.0969,5
N15074_2016_sum,road,2310,1006.666522,0.3304,1
N15074_2016_sum,road,2250,1006.781747,0.3119,2
N15074_2016_sum,road,2370,1008.106744,0.1608,3
N15074_2016_sum,road,2190,1008.742268,0.117,4
N15074_2016_sum,road,2430,1010.578518,0.0467,5
N15075_2015_sum,road,90,1226.802843,0.7106,1
N15075_2015_sum,road,150,1228.862427,0.2538,2
N15075_2015_sum,road,210,1233.484052,0.0252,3
N15075_2015_sum,road,270,1238.465834,0.0021,4
N15075_2015_sum,road,3870,1240.365918,8.00E-04,5
N15076_2015_win,road,510,1235.068833,0.1014,1
N15076_2015_win,road,570,1235.086576,0.1005,2
N15076_2015_win,road,450,1235.330035,0.089,3
N15076_2015_win,road,630,1235.477996,0.0827,4
N15076_2015_win,road,150,1235.610921,0.0773,5
N15079_2015_win,road,3870,1012.262098,0.2065,1
N15079_2015_win,road,2610,1012.333366,0.1993,2
N15079_2015_win,road,2670,1012.67364,0.1681,3
N15079_2015_win,road,2550,1012.779743,0.1594,4
N15079_2015_win,road,2490,1013.920691,0.0901,5
N15080_2015_sum,road,3870,1450.981033,0.2019,1
N15080_2015_sum,road,3810,1451.132139,0.1873,2
N15080_2015_sum,road,3750,1451.31253,0.1711,3
N15080_2015_sum,road,3690,1451.64401,0.145,4
N15080_2015_sum,road,3630,1452.21005,0.1092,5
N15080_2016_win,road,2970,655.8533356,0.3441,1
N15080_2016_win,road,3030,655.9476036,0.3282,2
N15080_2016_win,road,2910,657.597039,0.1439,3
N15080_2016_win,road,3090,657.8986125,0.1237,4
N15080_2016_win,road,2850,660.5728912,0.0325,5
N15080_2016_sum,road,1590,447.5836041,0.2671,1
N15080_2016_sum,road,1650,447.8947655,0.2286,2
N15080_2016_sum,road,1530,448.3760569,0.1797,3
N15080_2016_sum,road,1710,449.3623088,0.1098,4
N15080_2016_sum,road,1470,449.8148314,0.0875,5
N15080_2017_win,road,1470,871.2444024,0.466,1
N15080_2017_win,road,1530,871.7377824,0.3641,2
N15080_2017_win,road,1410,873.7710556,0.1318,3
N15080_2017_win,road,1350,877.6621375,0.0188,4
N15080_2017_win,road,1590,877.8896837,0.0168,5
N15080_2017_sum,road,2850,922.4791749,0.156,1
N15080_2017_sum,road,2910,922.9538829,0.123,2
N15080_2017_sum,road,2790,922.9743028,0.1218,3
N15080_2017_sum,road,2730,923.8728008,0.0777,4
N15080_2017_sum,road,2310,924.3409751,0.0615,5
N15088_2015_win,road,30,823.2791722,0.387,1
N15088_2015_win,road,90,825.6232353,0.1199,2
N15088_2015_win,road,150,826.248994,0.0877,3
N15088_2015_win,road,210,826.7138179,0.0695,4
N15088_2015_win,road,3870,826.8622992,0.0645,5
N15088_2015_sum,road,1110,920.6285343,0.1179,1
N15088_2015_sum,road,1170,920.6535422,0.1164,2
N15088_2015_sum,road,1050,920.8320983,0.1065,3
N15088_2015_sum,road,1230,920.9817084,0.0988,4
N15088_2015_sum,road,990,921.1940586,0.0888,5
N15089_2015_sum,road,210,1143.531905,0.2135,1
N15089_2015_sum,road,150,1143.712527,0.1951,2
N15089_2015_sum,road,270,1143.720924,0.1943,3
N15089_2015_sum,road,90,1144.164336,0.1557,4
N15089_2015_sum,road,330,1144.534423,0.1294,5
N15092_2015_win,road,1110,390.0202803,0.0614,1
N15092_2015_win,road,1170,390.1701632,0.0569,2
N15092_2015_win,road,1050,390.412932,0.0504,3
N15092_2015_win,road,2910,390.4195225,0.0503,4
N15092_2015_win,road,3870,390.4252041,0.0501,5
N15092_2015_sum,road,90,871.1910399,0.5321,1
N15092_2015_sum,road,150,872.4321867,0.2861,2
N15092_2015_sum,road,210,874.3004405,0.1124,3
N15092_2015_sum,road,270,876.4972011,0.0375,4
N15092_2015_sum,road,330,878.9519752,0.011,5
N15094_2015_sum,road,1470,852.5320909,0.2704,1
N15094_2015_sum,road,1530,853.0626772,0.2074,2
N15094_2015_sum,road,1410,853.0788479,0.2057,3
N15094_2015_sum,road,1350,854.2469562,0.1147,4
N15094_2015_sum,road,1590,855.2345339,0.07,5
N15095_2015_win,road,2910,859.8925781,0.2068,1
N15095_2015_win,road,2970,859.9113146,0.2049,2
N15095_2015_win,road,2850,860.5040748,0.1523,3
N15095_2015_win,road,3030,860.6430305,0.1421,4
N15095_2015_win,road,2790,861.481737,0.0934,5
N15095_2015_sum,road,2850,836.3060533,0.3144,1
N15095_2015_sum,road,2910,837.0246189,0.2195,2
N15095_2015_sum,road,2790,837.1263331,0.2086,3
N15095_2015_sum,road,2730,838.6768425,0.0961,4
N15095_2015_sum,road,2970,839.9946803,0.0497,5
N15096_2015_sum,road,2490,1080.127389,0.1085,1
N15096_2015_sum,road,2550,1080.175023,0.1059,2
N15096_2015_sum,road,2430,1080.242292,0.1024,3
N15096_2015_sum,road,2370,1080.379619,0.0956,4
N15096_2015_sum,road,2610,1080.43464,0.093,5
N15099_2015_sum,road,2550,796.2009801,0.0864,1
N15099_2015_sum,road,2610,796.2090253,0.086,2
N15099_2015_sum,road,2490,796.3581587,0.0799,3
N15099_2015_sum,road,2670,796.3805944,0.079,4
N15099_2015_sum,road,2430,796.670239,0.0683,5
N15100_2015_sum,road,1410,1096.469533,0.1339,1
N15100_2015_sum,road,1350,1096.730153,0.1176,2
N15100_2015_sum,road,1470,1096.744517,0.1167,3
N15100_2015_sum,road,1290,1097.383734,0.0848,4
N15100_2015_sum,road,1530,1097.5948,0.0763,5
N15200_2015_sum,road,2490,798.5819522,0.2278,1
N15200_2015_sum,road,2550,798.6384358,0.2215,2
N15200_2015_sum,road,2430,799.3555664,0.1547,3
N15200_2015_sum,road,2610,799.4937312,0.1444,4
N15200_2015_sum,road,2370,800.9343362,0.0703,5
N15200_2016_win,road,3510,474.4566643,0.2209,1
N15200_2016_win,road,3450,474.6405984,0.2015,2
N15200_2016_win,road,3570,475.1957938,0.1527,3
N15200_2016_win,road,3390,475.4126766,0.137,4
N15200_2016_win,road,3330,476.4358974,0.0821,5
N15200_2016_sum,road,3570,745.0546205,0.3471,1
N15200_2016_sum,road,3510,745.0972411,0.3398,2
N15200_2016_sum,road,3450,746.9319513,0.1358,3
N15200_2016_sum,road,3630,747.113328,0.124,4
N15200_2016_sum,road,3390,749.9974789,0.0293,5
N16001_2016_win,road,150,715.8995846,0.1456,1
N16001_2016_win,road,90,716.0043615,0.1382,2
N16001_2016_win,road,210,716.2782193,0.1205,3
N16001_2016_win,road,270,716.4623881,0.1099,4
N16001_2016_win,road,330,716.837274,0.0911,5
N16001_2016_sum,road,150,706.6029333,0.1703,1
N16001_2016_sum,road,90,706.778146,0.156,2
N16001_2016_sum,road,210,706.9628885,0.1422,3
N16001_2016_sum,road,270,707.3428604,0.1176,4
N16001_2016_sum,road,330,707.8107583,0.0931,5
N16001_2017_win,road,1590,587.0570599,0.3097,1
N16001_2017_win,road,1530,587.3320367,0.2699,2
N16001_2017_win,road,1650,588.2662735,0.1692,3
N16001_2017_win,road,1470,589.4409863,0.094,4
N16001_2017_win,road,1710,590.1068948,0.0674,5
N16003_2016_win,road,3870,541.8486253,0.9959,1
N16003_2016_win,road,3810,552.838107,0.0041,2
N16003_2016_win,road,3750,562.5600055,0,3
N16003_2016_win,road,3690,570.4227924,0,4
N16003_2016_win,road,3630,576.6534706,0,5
N16005_2016_win,road,30,581.9075839,0.6805,1
N16005_2016_win,road,90,584.8029944,0.16,2
N16005_2016_win,road,150,586.4848016,0.069,3
N16005_2016_win,road,210,587.6387463,0.0388,4
N16005_2016_win,road,270,588.792264,0.0218,5
N16005_2016_sum,road,1530,863.3346937,0.2112,1
N16005_2016_sum,road,1590,863.4834687,0.196,2
N16005_2016_sum,road,1470,863.9026859,0.1589,3
N16005_2016_sum,road,1650,864.3189219,0.1291,4
N16005_2016_sum,road,1410,865.0946188,0.0876,5
N16006_2016_win,road,1590,862.6326419,0.4118,1
N16006_2016_win,road,1650,863.6671939,0.2455,2
N16006_2016_win,road,1530,864.0659628,0.2011,3
N16006_2016_win,road,1710,866.6020132,0.0566,4
N16006_2016_win,road,1470,866.9993204,0.0464,5
N16006_2016_sum,road,1290,556.937411,0.3263,1
N16006_2016_sum,road,1230,557.4465102,0.253,2
N16006_2016_sum,road,1350,558.0240448,0.1895,3
N16006_2016_sum,road,1170,558.8558885,0.125,4
N16006_2016_sum,road,1110,560.8311027,0.0466,5
N16008_2016_win,road,1290,794.1091009,0.4064,1
N16008_2016_win,road,1230,795.2346527,0.2315,2
N16008_2016_win,road,1350,795.2417713,0.2307,3
N16008_2016_win,road,1170,797.4573557,0.0762,4
N16008_2016_win,road,1410,799.7656431,0.024,5
N16010_2016_win,road,30,569.6686166,0.141,1
N16010_2016_win,road,3870,570.2009764,0.108,2
N16010_2016_win,road,3810,571.2925537,0.0626,3
N16010_2016_win,road,3750,572.3193259,0.0375,4
N16010_2016_win,road,3690,573.1481373,0.0247,5
N16010_2016_sum,road,90,848.8850032,0.0859,1
N16010_2016_sum,road,30,848.9683735,0.0824,2
N16010_2016_sum,road,150,849.2005632,0.0734,3
